Unnamed: 0,prdtypecode,prdtypecode_encoded,libelle_type_code
78523,2705,25,Livres littérature et fiction
78524,1280,7,Jouets & Enfant
78525,1560,13,Maison
78526,2462,20,Lots consoles & jeux
78527,2522,21,Fournitures Papeterie
78528,2522,21,Fournitures Papeterie
78529,1280,7,Jouets & Enfant
78530,2582,22,Mobilier de jardin
78531,1300,9,Véhicules RC & miniatures
78532,2403,19,Lots Livres / Magasines & Manga & BD
78533,1300,9,Véhicules RC & miniatures
78534,2403,19,Lots Livres / Magasines & Manga & BD
78535,2905,26,Jeux en téléchargement
78536,1560,13,Maison
78537,1302,11,Sports & Loisirs
78538,1300,9,Véhicules RC & miniatures
78539,1280,7,Jouets & Enfant
78540,1280,7,Jouets & Enfant
78541,1281,8,Jeux de société
78542,1160,5,Cartes à collectionner
78543,1140,4,Figurines & univers geek
78544,10,0,Livres loisirs et société
78545,2583,23,Équipement piscine & spa
78546,2280,18,Magasine
78547,2403,19,Lots Livres / Magasines & Manga & BD
78548,2705,25,Livres littérature et fiction
78549,1302,11,Sports & Loisirs
78550,2403,19,Lots Livres / Magasines & Manga & BD
78551,10,0,Livres loisirs et société
78552,2403,19,Lots Livres / Magasines & Manga & BD
78553,2583,23,Équipement piscine & spa
78554,2905,26,Jeux en téléchargement
78555,40,1,Jeux vidéo et accessoires
78556,2583,23,Équipement piscine & spa
78557,1920,14,Linge de maison
78558,1302,11,Sports & Loisirs
78559,1160,5,Cartes à collectionner
78560,1300,9,Véhicules RC & miniatures
78561,10,0,Livres loisirs et société
78562,2060,16,Décoration
78563,1140,4,Figurines & univers geek
78564,2583,23,Équipement piscine & spa
78565,2583,23,Équipement piscine & spa
78566,2583,23,Équipement piscine & spa
78567,40,1,Jeux vidéo et accessoires
78568,2705,25,Livres littérature et fiction
78569,2403,19,Lots Livres / Magasines & Manga & BD
78570,1160,5,Cartes à collectionner
78571,10,0,Livres loisirs et société
78572,2585,24,Outillage de jardin
78573,1281,8,Jeux de société
78574,2583,23,Équipement piscine & spa
78575,2522,21,Fournitures Papeterie
78576,40,1,Jeux vidéo et accessoires
78577,2585,24,Outillage de jardin
78578,10,0,Livres loisirs et société
78579,10,0,Livres loisirs et société
78580,1300,9,Véhicules RC & miniatures
78581,2583,23,Équipement piscine & spa
78582,50,2,Accessoires gaming
78583,1560,13,Maison
78584,1280,7,Jouets & Enfant
78585,1160,5,Cartes à collectionner
78586,2705,25,Livres littérature et fiction
78587,2060,16,Décoration
78588,2583,23,Équipement piscine & spa
78589,1560,13,Maison
78590,2522,21,Fournitures Papeterie
78591,1560,13,Maison
78592,2585,24,Outillage de jardin
78593,1160,5,Cartes à collectionner
78594,2060,16,Décoration
78595,1140,4,Figurines & univers geek
78596,2280,18,Magasine
78597,60,3,Consoles rétro
78598,2583,23,Équipement piscine & spa
78599,1140,4,Figurines & univers geek
78600,1560,13,Maison
78601,2280,18,Magasine
78602,1920,14,Linge de maison
78603,2583,23,Équipement piscine & spa
78604,1920,14,Linge de maison
78605,1300,9,Véhicules RC & miniatures
78606,2060,16,Décoration
78607,1560,13,Maison
78608,1320,12,Puériculture
78609,2280,18,Magasine
78610,1920,14,Linge de maison
78611,1560,13,Maison
78612,2280,18,Magasine
78613,1320,12,Puériculture
78614,1920,14,Linge de maison
78615,1920,14,Linge de maison
78616,2705,25,Livres littérature et fiction
78617,40,1,Jeux vidéo et accessoires
78618,10,0,Livres loisirs et société
78619,2585,24,Outillage de jardin
78620,1140,4,Figurines & univers geek
78621,2583,23,Équipement piscine & spa
78622,1300,9,Véhicules RC & miniatures
78623,2220,17,Animalerie
78624,1560,13,Maison
78625,1301,10,Chaussettes bébé
78626,1280,7,Jouets & Enfant
78627,2280,18,Magasine
78628,10,0,Livres loisirs et société
78629,2280,18,Magasine
78630,1160,5,Cartes à collectionner
78631,1940,15,Epicerie
78632,50,2,Accessoires gaming
78633,1180,6,Jeux de figurines & wargames
78634,50,2,Accessoires gaming
78635,1160,5,Cartes à collectionner
78636,1280,7,Jouets & Enfant
78637,2583,23,Équipement piscine & spa
78638,2585,24,Outillage de jardin
78639,2582,22,Mobilier de jardin
78640,1300,9,Véhicules RC & miniatures
78641,1920,14,Linge de maison
78642,2403,19,Lots Livres / Magasines & Manga & BD
78643,2583,23,Équipement piscine & spa
78644,1300,9,Véhicules RC & miniatures
78645,1320,12,Puériculture
78646,1280,7,Jouets & Enfant
78647,2280,18,Magasine
78648,2583,23,Équipement piscine & spa
78649,2280,18,Magasine
78650,2583,23,Équipement piscine & spa
78651,2522,21,Fournitures Papeterie
78652,1302,11,Sports & Loisirs
78653,2583,23,Équipement piscine & spa
78654,40,1,Jeux vidéo et accessoires
78655,10,0,Livres loisirs et société
78656,1302,11,Sports & Loisirs
78657,2583,23,Équipement piscine & spa
78658,2522,21,Fournitures Papeterie
78659,50,2,Accessoires gaming
78660,2585,24,Outillage de jardin
78661,10,0,Livres loisirs et société
78662,1280,7,Jouets & Enfant
78663,2905,26,Jeux en téléchargement
78664,2280,18,Magasine
78665,10,0,Livres loisirs et société
78666,40,1,Jeux vidéo et accessoires
78667,1300,9,Véhicules RC & miniatures
78668,1280,7,Jouets & Enfant
78669,1280,7,Jouets & Enfant
78670,1281,8,Jeux de société
78671,2403,19,Lots Livres / Magasines & Manga & BD
78672,1300,9,Véhicules RC & miniatures
78673,2583,23,Équipement piscine & spa
78674,1920,14,Linge de maison
78675,2583,23,Équipement piscine & spa
78676,2583,23,Équipement piscine & spa
78677,2403,19,Lots Livres / Magasines & Manga & BD
78678,1302,11,Sports & Loisirs
78679,1920,14,Linge de maison
78680,2060,16,Décoration
78681,2403,19,Lots Livres / Magasines & Manga & BD
78682,1300,9,Véhicules RC & miniatures
78683,40,1,Jeux vidéo et accessoires
78684,1300,9,Véhicules RC & miniatures
78685,2060,16,Décoration
78686,1281,8,Jeux de société
78687,1280,7,Jouets & Enfant
78688,2905,26,Jeux en téléchargement
78689,1920,14,Linge de maison
78690,2583,23,Équipement piscine & spa
78691,2060,16,Décoration
78692,2583,23,Équipement piscine & spa
78693,1160,5,Cartes à collectionner
78694,2060,16,Décoration
78695,1560,13,Maison
78696,2403,19,Lots Livres / Magasines & Manga & BD
78697,1560,13,Maison
78698,2403,19,Lots Livres / Magasines & Manga & BD
78699,1301,10,Chaussettes bébé
78700,1300,9,Véhicules RC & miniatures
78701,1180,6,Jeux de figurines & wargames
78702,2522,21,Fournitures Papeterie
78703,2220,17,Animalerie
78704,2522,21,Fournitures Papeterie
78705,1281,8,Jeux de société
78706,1160,5,Cartes à collectionner
78707,2583,23,Équipement piscine & spa
78708,1940,15,Epicerie
78709,1280,7,Jouets & Enfant
78710,2582,22,Mobilier de jardin
78711,2583,23,Équipement piscine & spa
78712,2705,25,Livres littérature et fiction
78713,2403,19,Lots Livres / Magasines & Manga & BD
78714,2583,23,Équipement piscine & spa
78715,1320,12,Puériculture
78716,2280,18,Magasine
78717,2522,21,Fournitures Papeterie
78718,2583,23,Équipement piscine & spa
78719,2522,21,Fournitures Papeterie
78720,2705,25,Livres littérature et fiction
78721,2403,19,Lots Livres / Magasines & Manga & BD
78722,2583,23,Équipement piscine & spa
78723,60,3,Consoles rétro
78724,50,2,Accessoires gaming
78725,2403,19,Lots Livres / Magasines & Manga & BD
78726,1300,9,Véhicules RC & miniatures
78727,50,2,Accessoires gaming
78728,1320,12,Puériculture
78729,2522,21,Fournitures Papeterie
78730,1180,6,Jeux de figurines & wargames
78731,2403,19,Lots Livres / Magasines & Manga & BD
78732,2060,16,Décoration
78733,1302,11,Sports & Loisirs
78734,2522,21,Fournitures Papeterie
78735,1160,5,Cartes à collectionner
78736,1281,8,Jeux de société
78737,2060,16,Décoration
78738,2705,25,Livres littérature et fiction
78739,2462,20,Lots consoles & jeux
78740,1320,12,Puériculture
78741,1320,12,Puériculture
78742,2060,16,Décoration
78743,2583,23,Équipement piscine & spa
78744,1301,10,Chaussettes bébé
78745,2060,16,Décoration
78746,2403,19,Lots Livres / Magasines & Manga & BD
78747,1140,4,Figurines & univers geek
78748,2280,18,Magasine
78749,2403,19,Lots Livres / Magasines & Manga & BD
78750,1160,5,Cartes à collectionner
78751,1300,9,Véhicules RC & miniatures
78752,2403,19,Lots Livres / Magasines & Manga & BD
78753,1940,15,Epicerie
78754,2583,23,Équipement piscine & spa
78755,1560,13,Maison
78756,1300,9,Véhicules RC & miniatures
78757,1281,8,Jeux de société
78758,2280,18,Magasine
78759,1160,5,Cartes à collectionner
78760,1560,13,Maison
78761,1140,4,Figurines & univers geek
78762,1160,5,Cartes à collectionner
78763,60,3,Consoles rétro
78764,1280,7,Jouets & Enfant
78765,1320,12,Puériculture
78766,10,0,Livres loisirs et société
78767,2060,16,Décoration
78768,2462,20,Lots consoles & jeux
78769,1300,9,Véhicules RC & miniatures
78770,1280,7,Jouets & Enfant
78771,1300,9,Véhicules RC & miniatures
78772,2403,19,Lots Livres / Magasines & Manga & BD
78773,40,1,Jeux vidéo et accessoires
78774,2583,23,Équipement piscine & spa
78775,1940,15,Epicerie
78776,2582,22,Mobilier de jardin
78777,2583,23,Équipement piscine & spa
78778,2583,23,Équipement piscine & spa
78779,1160,5,Cartes à collectionner
78780,1300,9,Véhicules RC & miniatures
78781,2905,26,Jeux en téléchargement
78782,2280,18,Magasine
78783,1281,8,Jeux de société
78784,1560,13,Maison
78785,1920,14,Linge de maison
78786,2583,23,Équipement piscine & spa
78787,2060,16,Décoration
78788,2403,19,Lots Livres / Magasines & Manga & BD
78789,2220,17,Animalerie
78790,1280,7,Jouets & Enfant
78791,2060,16,Décoration
78792,1920,14,Linge de maison
78793,2280,18,Magasine
78794,2403,19,Lots Livres / Magasines & Manga & BD
78795,10,0,Livres loisirs et société
78796,1300,9,Véhicules RC & miniatures
78797,10,0,Livres loisirs et société
78798,2582,22,Mobilier de jardin
78799,2522,21,Fournitures Papeterie
78800,1280,7,Jouets & Enfant
78801,1160,5,Cartes à collectionner
78802,1301,10,Chaussettes bébé
78803,1281,8,Jeux de société
78804,1140,4,Figurines & univers geek
78805,1160,5,Cartes à collectionner
78806,2403,19,Lots Livres / Magasines & Manga & BD
78807,1300,9,Véhicules RC & miniatures
78808,2060,16,Décoration
78809,2522,21,Fournitures Papeterie
78810,2585,24,Outillage de jardin
78811,1280,7,Jouets & Enfant
78812,1920,14,Linge de maison
78813,2522,21,Fournitures Papeterie
78814,2582,22,Mobilier de jardin
78815,60,3,Consoles rétro
78816,2403,19,Lots Livres / Magasines & Manga & BD
78817,2403,19,Lots Livres / Magasines & Manga & BD
78818,2583,23,Équipement piscine & spa
78819,2585,24,Outillage de jardin
78820,2705,25,Livres littérature et fiction
78821,1302,11,Sports & Loisirs
78822,2462,20,Lots consoles & jeux
78823,10,0,Livres loisirs et société
78824,2280,18,Magasine
78825,2403,19,Lots Livres / Magasines & Manga & BD
78826,1300,9,Véhicules RC & miniatures
78827,2905,26,Jeux en téléchargement
78828,1940,15,Epicerie
78829,2522,21,Fournitures Papeterie
78830,1320,12,Puériculture
78831,2583,23,Équipement piscine & spa
78832,1281,8,Jeux de société
78833,1300,9,Véhicules RC & miniatures
78834,2522,21,Fournitures Papeterie
78835,1280,7,Jouets & Enfant
78836,1320,12,Puériculture
78837,2582,22,Mobilier de jardin
78838,2280,18,Magasine
78839,2585,24,Outillage de jardin
78840,2583,23,Équipement piscine & spa
78841,40,1,Jeux vidéo et accessoires
78842,1160,5,Cartes à collectionner
78843,1320,12,Puériculture
78844,1920,14,Linge de maison
78845,1320,12,Puériculture
78846,2060,16,Décoration
78847,1560,13,Maison
78848,1560,13,Maison
78849,2583,23,Équipement piscine & spa
78850,1920,14,Linge de maison
78851,1320,12,Puériculture
78852,2583,23,Équipement piscine & spa
78853,2280,18,Magasine
78854,2280,18,Magasine
78855,1280,7,Jouets & Enfant
78856,2705,25,Livres littérature et fiction
78857,40,1,Jeux vidéo et accessoires
78858,1300,9,Véhicules RC & miniatures
78859,2462,20,Lots consoles & jeux
78860,2585,24,Outillage de jardin
78861,2585,24,Outillage de jardin
78862,2280,18,Magasine
78863,2403,19,Lots Livres / Magasines & Manga & BD
78864,1940,15,Epicerie
78865,10,0,Livres loisirs et société
78866,2060,16,Décoration
78867,1140,4,Figurines & univers geek
78868,1160,5,Cartes à collectionner
78869,1140,4,Figurines & univers geek
78870,40,1,Jeux vidéo et accessoires
78871,2583,23,Équipement piscine & spa
78872,1300,9,Véhicules RC & miniatures
78873,1160,5,Cartes à collectionner
78874,2583,23,Équipement piscine & spa
78875,2582,22,Mobilier de jardin
78876,1160,5,Cartes à collectionner
78877,2705,25,Livres littérature et fiction
78878,2522,21,Fournitures Papeterie
78879,1920,14,Linge de maison
78880,2705,25,Livres littérature et fiction
78881,1280,7,Jouets & Enfant
78882,2462,20,Lots consoles & jeux
78883,1140,4,Figurines & univers geek
78884,1300,9,Véhicules RC & miniatures
78885,2220,17,Animalerie
78886,1920,14,Linge de maison
78887,1280,7,Jouets & Enfant
78888,2583,23,Équipement piscine & spa
78889,2060,16,Décoration
78890,2403,19,Lots Livres / Magasines & Manga & BD
78891,2705,25,Livres littérature et fiction
78892,2522,21,Fournitures Papeterie
78893,2583,23,Équipement piscine & spa
78894,2583,23,Équipement piscine & spa
78895,2280,18,Magasine
78896,2585,24,Outillage de jardin
78897,2583,23,Équipement piscine & spa
78898,2583,23,Équipement piscine & spa
78899,1281,8,Jeux de société
78900,2220,17,Animalerie
78901,2705,25,Livres littérature et fiction
78902,1320,12,Puériculture
78903,1300,9,Véhicules RC & miniatures
78904,2583,23,Équipement piscine & spa
78905,2585,24,Outillage de jardin
78906,2582,22,Mobilier de jardin
78907,2403,19,Lots Livres / Magasines & Manga & BD
78908,1160,5,Cartes à collectionner
78909,1920,14,Linge de maison
78910,2403,19,Lots Livres / Magasines & Manga & BD
78911,1300,9,Véhicules RC & miniatures
78912,2060,16,Décoration
78913,1300,9,Véhicules RC & miniatures
78914,40,1,Jeux vidéo et accessoires
78915,2522,21,Fournitures Papeterie
78916,2585,24,Outillage de jardin
78917,2585,24,Outillage de jardin
78918,1300,9,Véhicules RC & miniatures
78919,2585,24,Outillage de jardin
78920,2583,23,Équipement piscine & spa
78921,2583,23,Équipement piscine & spa
78922,10,0,Livres loisirs et société
78923,2060,16,Décoration
78924,2583,23,Équipement piscine & spa
78925,1300,9,Véhicules RC & miniatures
78926,2583,23,Équipement piscine & spa
78927,2280,18,Magasine
78928,2583,23,Équipement piscine & spa
78929,1920,14,Linge de maison
78930,2705,25,Livres littérature et fiction
78931,10,0,Livres loisirs et société
78932,2462,20,Lots consoles & jeux
78933,1300,9,Véhicules RC & miniatures
78934,2583,23,Équipement piscine & spa
78935,2220,17,Animalerie
78936,2403,19,Lots Livres / Magasines & Manga & BD
78937,2403,19,Lots Livres / Magasines & Manga & BD
78938,2280,18,Magasine
78939,2583,23,Équipement piscine & spa
78940,1300,9,Véhicules RC & miniatures
78941,2583,23,Équipement piscine & spa
78942,2522,21,Fournitures Papeterie
78943,1280,7,Jouets & Enfant
78944,2060,16,Décoration
78945,1280,7,Jouets & Enfant
78946,1160,5,Cartes à collectionner
78947,1160,5,Cartes à collectionner
78948,2583,23,Équipement piscine & spa
78949,10,0,Livres loisirs et société
78950,1140,4,Figurines & univers geek
78951,2060,16,Décoration
78952,1320,12,Puériculture
78953,2583,23,Équipement piscine & spa
78954,1281,8,Jeux de société
78955,2583,23,Équipement piscine & spa
78956,2462,20,Lots consoles & jeux
78957,2583,23,Équipement piscine & spa
78958,1281,8,Jeux de société
78959,2403,19,Lots Livres / Magasines & Manga & BD
78960,1560,13,Maison
78961,1940,15,Epicerie
78962,2522,21,Fournitures Papeterie
78963,2585,24,Outillage de jardin
78964,1920,14,Linge de maison
78965,2403,19,Lots Livres / Magasines & Manga & BD
78966,2280,18,Magasine
78967,2522,21,Fournitures Papeterie
78968,2403,19,Lots Livres / Magasines & Manga & BD
78969,1280,7,Jouets & Enfant
78970,1302,11,Sports & Loisirs
78971,2583,23,Équipement piscine & spa
78972,10,0,Livres loisirs et société
78973,2280,18,Magasine
78974,1920,14,Linge de maison
78975,2522,21,Fournitures Papeterie
78976,2280,18,Magasine
78977,1300,9,Véhicules RC & miniatures
78978,40,1,Jeux vidéo et accessoires
78979,1160,5,Cartes à collectionner
78980,1160,5,Cartes à collectionner
78981,2403,19,Lots Livres / Magasines & Manga & BD
78982,2280,18,Magasine
78983,2583,23,Équipement piscine & spa
78984,50,2,Accessoires gaming
78985,2582,22,Mobilier de jardin
78986,1560,13,Maison
78987,1160,5,Cartes à collectionner
78988,1280,7,Jouets & Enfant
78989,2583,23,Équipement piscine & spa
78990,1140,4,Figurines & univers geek
78991,2060,16,Décoration
78992,1300,9,Véhicules RC & miniatures
78993,1302,11,Sports & Loisirs
78994,60,3,Consoles rétro
78995,10,0,Livres loisirs et société
78996,2060,16,Décoration
78997,2403,19,Lots Livres / Magasines & Manga & BD
78998,1320,12,Puériculture
78999,1320,12,Puériculture
79000,50,2,Accessoires gaming
79001,2403,19,Lots Livres / Magasines & Manga & BD
79002,10,0,Livres loisirs et société
79003,1560,13,Maison
79004,2582,22,Mobilier de jardin
79005,10,0,Livres loisirs et société
79006,1320,12,Puériculture
79007,2585,24,Outillage de jardin
79008,1300,9,Véhicules RC & miniatures
79009,2583,23,Équipement piscine & spa
79010,1320,12,Puériculture
79011,1560,13,Maison
79012,2583,23,Équipement piscine & spa
79013,1940,15,Epicerie
79014,2220,17,Animalerie
79015,2403,19,Lots Livres / Magasines & Manga & BD
79016,2583,23,Équipement piscine & spa
79017,2583,23,Équipement piscine & spa
79018,10,0,Livres loisirs et société
79019,1560,13,Maison
79020,2403,19,Lots Livres / Magasines & Manga & BD
79021,2060,16,Décoration
79022,50,2,Accessoires gaming
79023,2060,16,Décoration
79024,2403,19,Lots Livres / Magasines & Manga & BD
79025,2585,24,Outillage de jardin
79026,2403,19,Lots Livres / Magasines & Manga & BD
79027,2583,23,Équipement piscine & spa
79028,2583,23,Équipement piscine & spa
79029,1302,11,Sports & Loisirs
79030,2583,23,Équipement piscine & spa
79031,2462,20,Lots consoles & jeux
